企业名称,岗位名称,招聘人数,用工形式,薪资范围,岗位要求,工作地点,登记开始时间,登记结束时间,招聘联系人,联系人电话,登记机构
北京电子量检测装备有限责任公司,工艺工程师/技术工程师,5,全职,月薪(元):8000-15000,"1、本科及以上学历，机械制造或自动化类相关专业，5年以上半导体设备零部件开发制造经验；
2、 熟悉各类制造工艺和设备；
3、熟练掌握一种以上的CAD/CAM软件，熟悉主流控制系统Fanuc、Siemens、HEIDENHAIN其中之一；
4、了解SEMI或半导体领域国家标准更佳；
5、熟悉金属类物料常见工艺缺陷及技术、质量管理方法，熟悉APQP及PPAP等品质体系或IATF16949更佳；
6、 积极正向，具有较强的抗压及学习能力。",北京市大兴区隆庆街9号,24/2/2026,31/3/2027,杜*,1531309****,经济技术开发区
北京荣军保安服务有限公司,文职人员,5,全职,月薪(元):4000-5000,处理事务灵活、沟通能力强，会电脑,北京市西城区新德街22号2幢1层,27/5/2026,27/6/2026,吴*师,1343955****,八角街道
北京鑫鸿人力资源有限公司,游客体验专员,10,全职,月薪(元):5500-5500,具有良好的观察、洞察能力；较强的沟通能力，敢于主动与游客交流；能适应户外长时间巡场走动，接受节假日，周末轮班工作。此工作岗位实际工作地点：北京市朝阳区朝阳公园。,北京市房山区房山城关农林路4号院8号楼206,15/5/2026,15/6/2026,刘*师,1302124****,拱辰街道
北京三快在线科技有限公司,商业分析,146,全职,月薪(元):10000-50000,大学本科及以上学历，商业分析、统计学、经济学等相关专业优先。2、对商业分析工具和技术有一定了解，如SQL等。3、具备良好的数据分析能力和逻辑思维能力。4、具备团队合作精神，能够承担一定工作压力。,北京市朝阳区望京东路4号院美团总部大楼,14/5/2026,14/6/2026,吴*希,1836042****,羊坊店街道
北京金手杖康养有限公司,餐厅服务员,2,全职,月薪(元):3200-3800,有相关经验,北京市昌平区北七家镇郑各庄村宏福大厦1910室,21/5/2026,21/6/2026,李*理,8975****,昌平区
北京宝泰莱科技有限公司,环保技术工程师,2,全职,月薪(元):10000-20000,1.公司招投标书制作及业务后期技术服务 2.项目技术交流 3.绘制图纸4.制作方案（纯水，化学水，软化水，污水，零排放等各专业）,北京市朝阳区盘古大观西四门15单元501,29/5/2026,29/6/2026,杨*,1880153****,朝阳区
北京利莱健康科技有限公司,活动执行,5,全职,月薪(元):3000-5500,负责活动执行筹备活动计划，有工作能力，亲和力。月休4天。,张山营,4/6/2026,4/7/2026,王*,1348873****,永宁镇
北京钢铁侠科技有限公司,嵌入式软件开发,5,全职,月薪(元):8000-13000,"1、有机器人项目的开发经验，有良好的数学、英语基础；
2、责任心强，良好的执行力和沟通协调能力，分析问题能力，能够吃苦耐劳。",北京市丰台区南四环西路186号四区8号楼3层,26/2/2026,24/12/2026,张*士,1368106****,南苑街道
北京闽申商贸店（个体工商户）,理货员,2,全职,月薪(元):5000-5000,"负责门店理货接货等
有零食行业及收银经验者优先",北京市昌平区南口路81号院三区1号楼-1至4层101内1F层1009、1010号商铺,21/5/2026,21/6/2026,李*生,1860199****,昌平区
水木未来（北京）科技有限公司,法务专员/助理,1,全职,月薪(元):5000-10000,法律相关专业,北京市海淀区永丰屯538号1号楼4层410,9/6/2026,9/7/2026,王*颖,1871278****,昌平区
北京布丰文化发展有限公司,客房服务员,30,全职,月薪(元):7000-10000,"1.无违法犯罪前科；
2.身体健康，会说普通话；
3.工作态度积极主动，责任心强。",北京市海淀区西三旗安宁庄路4号14幢1层117,12/6/2026,12/7/2026,高*理,1333115****,青龙桥街道
北京众晟达家具有限公司,销售代表,3,全职,月薪(元):6000-8000,"有1年以上家具、建材、家居或耐用消费品销售经验者
能清晰介绍产品，准确理解客户需求，并有效处理异议",北京市海淀区万寿路西街2号2号楼地下一层B657,18/5/2026,18/6/2026,朱*生,1365133****,万寿路街道
德润鑫丰（北京）劳务派遣有限公司,会服主管,5,全职,月薪(元):8000-9000,"1.专科及以上学历，酒店 / 空乘类专业，2 年政务会务管理经验；
2.精通政务接待礼仪与会务全流程；
3.统筹应变能力强，重要会议可加班。",北京市房山区卓秀北街6号院6号楼10层1009,4/6/2026,4/7/2026,梁*师,6035****,四季青地区
北京航力安太科技有限责任公司,结构工程师,1,全职,月薪(元):10000-20000,"1、本科及以上学历，自动化、计算机、机械设计等相关专业。
2、5年以上结构设计经验，能够独立进行设计。
3、拟定产品结构设计方案和项目计划。
4、承担产品结构的设计工作并编制相关设计文档。",北京市丰台区航丰路7号希亚大厦五层,10/6/2026,10/7/2026,董*任,1340100****,看丹街道
北京时慧到家家政服务有限公司,住家保姆,20,全职,月薪(元):5000-10000,面议,北京市丰台区郭公庄中街20号院10号楼1-2层103,5/3/2026,30/6/2026,时*师,1820156****,北京市
北京青春优贝口腔门诊部（普通合伙）,口腔科医师,2,全职,月薪(元):8000-10000,3年以上种植临床经验，可独立完成单颗/多颗种植，即拔即种、全口种植经验优先，有种植系统培训经历优先。,北京市怀柔区青春路5号1号1至2层,25/5/2026,25/6/2026,熊*龙,1391072****,北房镇
北京绿谷区域电动小客车出租有限公司,网约出租车司机,20,全职,月薪(元):3000-6000,"1、 身体健康，具有适应岗位要求的身体条件;
2、 取得驾驶证3年以上，且熟悉平谷地理环境;
3、 无违法犯罪记录，三年无重大交通责任事故;",平谷区兴谷路66号,12/1/2026,30/6/2026,王*士,1851521****,平谷区
北京万酒网电子商务有限公司,看门师傅,1,全职,月薪(元):3000-3500,"1.有维修电器，做过看门师傅的优先考虑；
2.踏实，有责任心，积极性强，全力配合公司分配的工作。",北京市通州区台湖镇通台东路1号经略天则园区万酒网写字楼,3/6/2026,3/7/2026,李*士,1512221****,新华街道
北京静安通顺停车管理有限公司,办公室文员,1,全职,月薪(元):4000-5000,工作经验两年以上，较强的责任心和敬业精神，良好的沟通能力，较强的解决问题能力，有驾驶证 熟练使用办公软件和办公自动化设备。,北京市大兴区黄村镇永华南里1号楼1层1-20号,5/6/2026,5/7/2026,张*理,1302008****,瀛海镇
北京生数科技有限公司,中国区运营实习生,1,全职,月薪(元):4000-5000,实习时间投入：保证每周至少4天到岗，实习周期3个月及以上，尽快入职者优先。核心能力素养：热爱人工智能行业，工作积极主动、责任心强，乐于探索与学习。,北京市海淀区中关村东路8号原点大厦AB座八层801A单元 ,5/6/2026,20/6/2026,付*伟,010-6257****,永定路街道
今麦郎饮品股份有限公司,操作工,2,全职,月薪(元):4000-6000,"1.高中及以上学历，机械制造、自动化、机电一体化等相关专业优先。
2. 能接受12小时白班夜班两班倒班制。",北京市密云区经济开发区科技路38号,25/5/2026,25/6/2026,张*士,1500135****,中关村科技园区密云园
北京华夏视科技术股份有限公司,销售经理,3,全职,月薪(元):8000-13000,"北京、苏州、东莞。1、 大专及以上学历，印刷、计算机、市场营销等专业优先；
2、 必须有印刷行业背景和客户资源，熟悉印刷流程；
3、工作认真，谨慎，责任心强；
4、具有良好的表达及协调能力，能与客户进行良好的沟通及互动能力；
5、有良好的市场拓展能力或市场信息收集及搜索能力；
6、熟练办公软件，能够撰写销售相关文档。",北京市石景山区金安中海财富中心B座12层（北京市石景山区古城街道和平街21号）,29/12/2025,26/6/2026,刘*师,8884****,石景山区
北京美嘉美育信息技术有限公司,育儿师,100,全职,月薪(元):7000-13000,"1、体检无传染性疾病
2、个人征信正常，无犯罪记录。",北京市朝阳区北土城东路4号院1号楼1层3007,5/6/2026,5/7/2026,王*师,1501135****,新华街道
北京盛月荷马口腔门诊部有限公司,药品市场推广经理/主管,1,全职,月薪(元):5000-6000,1. 初中及以上学历；2. 社区活跃者为人选，做过销售如从事过地推、会销、金融理财、保险、游泳健身、旅游、房地产也可；3. 有一定的沟通能力；4. 能吃苦，想在短时间内挣大钱的，只要能出结果，火速升主管，经理，总监；5. 身体健康。其他说明：无,北京市北京经济技术开发区（大兴）旧忠路10号院2号楼1至2层101、102,5/6/2026,5/7/2026,张*,1861098****,礼贤镇
华夏弘康（北京）国际心理健康咨询有限公司,业务经理/项目经理,6,全职,月薪(元):5000-10000,逻辑清晰、善于复盘总结，能跟进进度、解决问题；具备良好沟通协调能力,北京市石景山区实兴大街30号院5号楼606室,19/5/2026,19/6/2026,郭*师,1342603****,台湖镇
新毅东（北京）科技有限公司,信息化校招生（北京）,1,全职,月薪(元):8000-20000,"1、2026届本科及以上学历，软件研发、计算机科学与技术、软件工程等相关专业；
2、具备基础编程能力（如 Java/Python），了解 SQL 数据查询，有 Excel、PowerBI 等工具使用经验者优先；
3、学习能力强，细心负责，能配合团队完成基础开发与报表任务。",北京市北京经济技术开发区荣昌东街甲5号3号楼1层101-21,1/5/2026,1/7/2026,孙*,1369303****,经济技术开发区
北京果栗园企业管理有限公司,营运经理/主管,5,全职,月薪(元):7000-10000,"1、要求熟悉门店运营及食品安全规范，具备稽核、数据分析能力；
2、能接受外勤、跨省巡店，责任心强、执行力佳；
3、善于沟通协调、解决问题，有相关稽核经验者优先；
4、五险+节假日福利+下午茶+员工折扣+晋升培训机会。",北京市丰台区西铁营中路1号院1号楼-5至16层101内11层1105号,27/5/2026,27/6/2026,郭*士,1520137****,万寿路街道
北京鱼伯科创科技有限公司,电焊工/铆焊工,3,全职,月薪(元):4000-7000,"1、身体健康，吃苦耐劳，服从领导安排，能够倒班，有责任心，无犯罪记录；
2、具备相关从业资格。
3、此岗位实际工作地点：房山区良乡昊天大街12号",北京市房山区窦店镇七里店村村委会东399米,22/5/2026,22/6/2026,陈*玲,1809666****,拱辰街道
北京沐言智语科技有限公司,达人运营实习生,2,临时,日薪(元):200-200,"1.本科及以上学历在读，专业不限（市场营销、广告学、传媒、中文等方向优先），2026年及以后毕业者优先；
2.实习期不少于3个月，每周可保证至少5天出勤（或全勤）；
3.深度游戏用户：熟悉《恋与深空》《光与夜之恋》《世界之外》等主流乙女游戏产品，对乙女玩家社群生态、二创文化有深刻理解；
4.平台重度使用者：熟悉抖音、小红书、B站的平台流量逻辑与内容风格，对热门游戏内容具备敏锐判断力；
5.沟通与执行能力：具备良好的沟通技巧与执行力，逻辑清晰，工作细致负责；
6.优先考虑：拥有个人自媒体账号运营经验、内容二创案例、游戏行业营销相关实习经历，或熟练使用PS/剪映等工具者。",北京市海淀区海淀大街甲36号5层5014号-1377号,8/6/2026,20/6/2026,梁*宁,1850020****,永定路街道
北京京才人才开发中心有限公司,餐饮服务、温泉服务、前台接待,15,全职,月薪(元):3200-3500,酒店、旅游管理专业优先，责任心强,北京市朝阳区东土城路14号11至12层,20/5/2026,20/6/2026,孙*师,1581126****,王四营地区
北京碧水物业管理有限责任公司,机电设备维修工,1,全职,月薪(元):3500-5000,有相关工作经验，能够熟练使用各种电动工具。,北京市昌平区回龙观镇碧水庄园综合楼307号,2/6/2026,2/7/2026,杨*莉,6973****,史各庄街道
北京市华都峪口禽业有限责任公司,饲养员,20,全职,月薪(元):6000-6000,1、学历：初中及以上；2、身体健康，无精神病史、传染病及重大疾病；3、能够接受短期、长期驻场工作，可从事饲养相关工作；4、工作认真负责、吃苦耐劳，入职统一安排培训。,北京市平谷区峪口镇兴隆庄北街3号,12/6/2026,12/7/2026,齐*任,1381031****,平谷区
北京隆盛环境工程有限公司,保洁,100,全职,月薪(元):3500-4500,环境清洁，能吃苦。,北京市密云区西门外大街8号楼3号房二层,11/6/2026,11/7/2026,申*理,6908****,杨宋镇
北京市裕农优质农产品种植有限公司怀柔分公司,研发,1,全职,月薪(元):7500-10000,"1、大专及以上学历，具备营养师资格证，一年以上商超或快消品研发经验，熟悉轻食营养配比，掌握蛋白、膳食纤维、低油低糖的科学搭配标准；
2、精通原料特性，了解各类谷物、蔬果、肉制品的保鲜与加工稳定性；
3、掌握保质期与防腐技术，适配短保产品的抑菌、保鲜、包装工艺；
4、熟知食品安全法规与过敏原管控，严格执行生产合规与标签要求；
5、具备口感与风味调试能力，兼顾健康、适口、工业化量产可行性。",北京市怀柔区雁栖经济开发区乐园大街26号,6/5/2026,17/6/2026,苏*敏,6162****,怀柔区
